order_id,customer_id,product_id,quantity,order_date,total_usd,status
O00498,C0449,P035,1,2024-04-06,34.4,delivered
O00499,C0381,P001,2,2024-03-01,395.16,delivered
O00500,C0193,P014,2,2024-06-10,21.36,delivered
O00501,C0055,P010,1,2024-10-26,175.18,delivered
O00502,C0438,P035,1,2024-07-06,34.4,delivered
O00503,C0349,P026,2,2024-07-30,276.04,delivered
O00504,C0286,P031,1,2024-10-13,45.02,delivered
O00505,C0130,P020,2,2025-01-31,37.72,delivered
O00506,C0377,P009,3,2024-12-03,398.37,delivered
O00507,C0118,P029,2,2024-03-23,92.82,delivered
O00508,C0261,P026,2,2025-02-14,276.04,delivered
O00509,C0357,P004,1,2024-11-21,430.91,delivered
O00510,C0047,P010,1,2024-11-03,175.18,delivered
O00511,C0033,P017,1,2024-02-10,17.78,delivered
O00512,C0371,P025,4,2024-07-24,599.76,delivered
O00513,C0267,P019,2,2024-11-01,74.12,delivered
O00514,C0397,P012,2,2024-08-12,389.94,delivered
O00515,C0436,P034,1,2024-01-18,39.95,shipped
O00516,C0262,P034,2,2024-11-10,79.9,delivered
O00517,C0019,P024,1,2024-01-01,113.81,cancelled
O00518,C0045,P018,2,2024-06-29,77.1,delivered
O00519,C0208,P038,1,2024-01-08,13.01,delivered
O00520,C0036,P006,1,2025-01-06,42.95,shipped
O00521,C0469,P038,1,2025-02-21,13.01,delivered
O00522,C0311,P013,1,2024-07-25,45.68,delivered
O00523,C0134,P012,1,2024-02-24,194.97,delivered
O00524,C0258,P019,1,2024-02-29,37.06,shipped
O00525,C0490,P017,3,2025-02-20,53.34,shipped
O00526,C0129,P029,4,2024-10-15,185.64,delivered
O00527,C0125,P022,4,2024-08-22,549.04,delivered
O00528,C0460,P038,3,2024-09-03,39.03,delivered
O00529,C0035,P025,2,2024-04-22,299.88,delivered
O00530,C0118,P021,1,2024-06-29,56.62,delivered
O00531,C0005,P017,1,2024-02-17,17.78,delivered
O00532,C0384,P022,1,2024-04-01,137.26,delivered
O00533,C0182,P014,3,2024-05-17,32.04,delivered
O00534,C0383,P013,1,2024-04-12,45.68,delivered
O00535,C0124,P017,1,2024-04-13,17.78,shipped
O00536,C0429,P023,1,2024-02-24,141.2,delivered
O00537,C0041,P032,2,2025-01-26,56.26,shipped
O00538,C0491,P003,3,2024-07-09,1280.79,delivered
O00539,C0253,P037,3,2024-09-08,96.78,delivered
O00540,C0392,P033,1,2024-04-23,43.46,shipped
O00541,C0066,P004,1,2024-08-04,430.91,delivered
O00542,C0277,P003,1,2024-07-20,426.93,shipped
O00543,C0398,P012,1,2024-03-02,194.97,delivered
O00544,C0236,P021,2,2024-01-07,113.24,delivered
O00545,C0195,P038,1,2024-07-04,13.01,delivered
O00546,C0133,P012,1,2024-05-01,194.97,delivered
O00547,C0491,P022,1,2024-09-12,137.26,delivered
O00548,C0215,P024,1,2024-07-24,113.81,delivered
O00549,C0093,P037,1,2024-10-21,32.26,delivered
O00550,C0417,P007,2,2025-02-15,968.76,delivered
O00551,C0222,P025,1,2025-02-13,149.94,pending
O00552,C0077,P031,3,2024-03-31,135.06,delivered
O00553,C0069,P034,1,2024-06-10,39.95,shipped
O00554,C0154,P017,2,2024-10-17,35.56,delivered
O00555,C0051,P011,1,2025-02-20,462.28,delivered
O00556,C0430,P007,1,2024-06-20,484.38,delivered
O00557,C0185,P036,2,2025-02-18,54.74,delivered
O00558,C0011,P027,1,2025-03-20,94.62,delivered
O00559,C0311,P013,2,2024-11-28,91.36,delivered
O00560,C0090,P019,1,2024-12-10,37.06,delivered
O00561,C0397,P029,3,2024-07-14,139.23,delivered
O00562,C0238,P010,3,2024-11-23,525.54,shipped
O00563,C0173,P027,2,2024-10-19,189.24,delivered
O00564,C0465,P005,1,2024-06-24,405.8,delivered
O00565,C0163,P019,2,2024-11-05,74.12,delivered
O00566,C0139,P029,2,2024-07-04,92.82,delivered
O00567,C0267,P029,1,2024-04-04,46.41,shipped
O00568,C0065,P016,2,2025-01-15,20.12,delivered
O00569,C0041,P014,1,2024-02-22,10.68,delivered
O00570,C0480,P031,1,2024-01-14,45.02,shipped
O00571,C0269,P006,1,2024-11-12,42.95,delivered
O00572,C0336,P025,1,2024-05-06,149.94,delivered
O00573,C0227,P009,1,2025-03-05,132.79,delivered
O00574,C0018,P023,3,2024-06-15,423.6,shipped
O00575,C0240,P035,4,2024-10-07,137.6,delivered
O00576,C0497,P035,1,2024-11-01,34.4,delivered
O00577,C0384,P037,1,2024-11-23,32.26,delivered
O00578,C0159,P023,1,2024-04-26,141.2,shipped
O00579,C0227,P020,1,2024-05-13,18.86,delivered
O00580,C0006,P001,1,2025-01-23,197.58,shipped
O00581,C0177,P019,1,2024-01-05,37.06,delivered
O00582,C0252,P031,1,2025-01-27,45.02,delivered
O00583,C0150,P039,1,2024-01-04,21.0,delivered
O00584,C0097,P027,3,2024-08-11,283.86,delivered
O00585,C0084,P025,3,2024-04-22,449.82,delivered
O00586,C0217,P016,1,2025-02-13,10.06,pending
O00587,C0414,P018,1,2025-01-15,38.55,delivered
O00588,C0138,P027,1,2024-02-05,94.62,delivered
O00589,C0149,P008,2,2024-11-12,544.1,delivered
O00590,C0359,P032,1,2024-01-10,28.13,delivered
O00591,C0497,P035,1,2024-02-22,34.4,delivered
O00592,C0065,P029,2,2024-04-29,92.82,delivered
O00593,C0008,P032,1,2024-08-03,28.13,delivered
O00594,C0410,P032,5,2024-08-25,140.65,delivered
O00595,C0017,P022,1,2025-01-19,137.26,pending
O00596,C0029,P018,2,2024-02-06,77.1,delivered
O00597,C0093,P013,3,2024-05-08,137.04,shipped
O00598,C0425,P001,1,2025-01-28,197.58,delivered
O00599,C0198,P029,1,2024-01-18,46.41,delivered
O00600,C0377,P007,1,2024-04-16,484.38,delivered
O00601,C0349,P020,4,2024-03-22,75.44,delivered
O00602,C0022,P036,1,2024-05-09,27.37,delivered
O00603,C0153,P013,1,2024-01-27,45.68,shipped
O00604,C0112,P008,1,2024-08-10,272.05,delivered
O00605,C0086,P018,2,2024-07-21,77.1,shipped
O00606,C0005,P003,2,2024-12-19,853.86,delivered
O00607,C0306,P010,1,2024-02-15,175.18,delivered
O00608,C0256,P006,2,2024-06-22,85.9,pending
O00609,C0389,P004,1,2024-11-26,430.91,delivered
O00610,C0275,P007,1,2024-04-29,484.38,delivered
O00611,C0286,P023,3,2024-08-12,423.6,delivered
O00612,C0011,P025,1,2024-03-09,149.94,delivered
O00613,C0021,P032,2,2024-10-13,56.26,delivered
O00614,C0357,P032,1,2024-04-05,28.13,delivered
O00615,C0166,P030,1,2025-03-01,26.23,delivered
O00616,C0441,P036,1,2024-09-28,27.37,delivered
O00617,C0152,P017,1,2024-08-20,17.78,delivered
O00618,C0327,P033,1,2024-04-04,43.46,shipped
O00619,C0318,P024,2,2024-05-02,227.62,delivered
O00620,C0033,P035,3,2024-04-07,103.2,delivered
O00621,C0255,P036,1,2024-05-24,27.37,delivered
O00622,C0329,P021,1,2024-09-24,56.62,delivered
O00623,C0023,P009,1,2024-01-17,132.79,delivered
O00624,C0249,P013,1,2024-10-19,45.68,delivered
O00625,C0199,P032,1,2024-12-25,28.13,delivered
O00626,C0026,P024,1,2025-01-02,113.81,delivered
O00627,C0477,P014,2,2025-03-02,21.36,delivered
O00628,C0411,P004,1,2025-01-15,430.91,pending
O00629,C0213,P024,2,2024-01-30,227.62,shipped
O00630,C0137,P034,1,2024-02-06,39.95,shipped
O00631,C0040,P014,4,2024-02-19,42.72,delivered
O00632,C0119,P035,1,2024-04-08,34.4,delivered
O00633,C0128,P037,2,2024-04-01,64.52,delivered
O00634,C0286,P027,2,2025-01-27,189.24,delivered
O00635,C0184,P030,2,2024-08-06,52.46,shipped
O00636,C0086,P012,1,2024-09-15,194.97,delivered
O00637,C0081,P035,5,2024-08-14,172.0,pending
O00638,C0463,P021,2,2024-06-15,113.24,shipped
O00639,C0212,P028,3,2024-06-14,196.59,delivered
O00640,C0289,P035,1,2025-01-27,34.4,delivered
O00641,C0382,P017,1,2024-08-19,17.78,delivered
O00642,C0204,P001,2,2024-05-25,395.16,delivered
O00643,C0266,P009,5,2024-06-03,663.95,delivered
O00644,C0114,P014,3,2024-01-12,32.04,shipped
O00645,C0483,P018,4,2024-09-18,154.2,delivered
O00646,C0475,P037,1,2024-01-20,32.26,delivered
O00647,C0080,P009,1,2024-10-25,132.79,delivered
O00648,C0132,P020,1,2024-07-23,18.86,delivered
O00649,C0112,P005,2,2025-02-09,811.6,delivered
O00650,C0250,P037,3,2024-02-18,96.78,delivered
O00651,C0154,P003,2,2024-10-22,853.86,delivered
O00652,C0400,P004,4,2024-06-20,1723.64,delivered
O00653,C0419,P028,1,2025-03-20,65.53,delivered
O00654,C0395,P015,2,2025-03-10,86.06,delivered
O00655,C0006,P025,1,2024-09-25,149.94,delivered
O00656,C0277,P037,1,2024-09-14,32.26,delivered
O00657,C0079,P004,2,2024-07-20,861.82,cancelled
O00658,C0386,P039,2,2024-02-16,42.0,delivered
O00659,C0149,P026,1,2024-06-21,138.02,delivered
O00660,C0293,P004,1,2024-05-14,430.91,delivered
O00661,C0257,P028,2,2024-03-07,131.06,shipped
O00662,C0247,P036,1,2024-07-21,27.37,delivered
O00663,C0101,P036,2,2025-01-11,54.74,delivered
O00664,C0125,P005,1,2024-08-08,405.8,delivered
O00665,C0474,P037,1,2024-12-09,32.26,delivered
O00666,C0188,P023,1,2024-06-25,141.2,delivered
O00667,C0013,P020,1,2024-06-28,18.86,delivered
O00668,C0412,P029,2,2024-08-13,92.82,delivered
O00669,C0419,P015,1,2024-07-10,43.03,delivered
O00670,C0373,P006,1,2024-01-28,42.95,delivered
O00671,C0318,P010,3,2025-02-23,525.54,delivered
O00672,C0176,P008,1,2024-08-29,272.05,delivered
O00673,C0108,P035,1,2024-10-06,34.4,delivered
O00674,C0133,P036,1,2025-01-08,27.37,cancelled
O00675,C0356,P002,1,2024-12-05,275.9,delivered
O00676,C0131,P011,1,2024-04-12,462.28,shipped
O00677,C0317,P018,1,2024-12-01,38.55,pending
O00678,C0035,P025,2,2024-12-05,299.88,shipped
O00679,C0338,P024,3,2024-01-10,341.43,delivered
O00680,C0453,P025,1,2024-07-13,149.94,delivered
O00681,C0364,P007,4,2024-09-05,1937.52,shipped
O00682,C0273,P006,1,2024-09-13,42.95,pending
O00683,C0288,P002,1,2024-09-28,275.9,delivered
O00684,C0251,P026,2,2024-01-10,276.04,delivered
O00685,C0181,P023,2,2024-04-30,282.4,cancelled
O00686,C0257,P018,3,2024-11-16,115.65,delivered
O00687,C0199,P002,4,2024-05-23,1103.6,delivered
O00688,C0175,P026,2,2024-02-14,276.04,delivered
O00689,C0267,P015,1,2024-10-20,43.03,delivered
O00690,C0497,P020,4,2024-06-17,75.44,delivered
O00691,C0068,P014,2,2024-10-24,21.36,delivered
O00692,C0410,P013,3,2024-06-07,137.04,delivered
O00693,C0461,P034,4,2024-08-08,159.8,cancelled
O00694,C0500,P010,2,2024-10-16,350.36,pending
O00695,C0163,P005,2,2025-01-03,811.6,delivered
O00696,C0163,P010,2,2025-01-26,350.36,delivered
O00697,C0499,P027,4,2024-06-04,378.48,delivered
O00698,C0479,P018,1,2024-04-06,38.55,delivered
O00699,C0095,P002,2,2024-11-09,551.8,delivered
O00700,C0311,P037,2,2024-11-01,64.52,delivered
O00701,C0352,P002,1,2024-12-18,275.9,shipped
O00702,C0069,P033,3,2024-08-28,130.38,delivered
O00703,C0192,P012,3,2024-09-08,584.91,delivered
O00704,C0084,P013,1,2024-07-28,45.68,shipped
O00705,C0008,P018,4,2024-04-23,154.2,delivered
O00706,C0104,P014,1,2024-08-12,10.68,shipped
O00707,C0251,P021,3,2024-05-06,169.86,delivered
O00708,C0398,P003,2,2025-02-26,853.86,delivered
O00709,C0161,P026,2,2025-01-15,276.04,delivered
O00710,C0275,P034,2,2024-12-26,79.9,shipped
O00711,C0267,P007,1,2025-02-27,484.38,shipped
O00712,C0450,P016,1,2024-07-21,10.06,cancelled
O00713,C0021,P036,1,2025-01-26,27.37,delivered
O00714,C0026,P013,1,2024-07-22,45.68,shipped
O00715,C0397,P019,1,2024-08-04,37.06,delivered
O00716,C0471,P004,2,2024-03-13,861.82,delivered
O00717,C0331,P029,1,2024-09-13,46.41,delivered
O00718,C0399,P038,4,2024-12-22,52.04,delivered
O00719,C0202,P027,1,2024-01-13,94.62,delivered
O00720,C0303,P013,3,2024-02-16,137.04,delivered
O00721,C0355,P011,2,2024-03-04,924.56,delivered
O00722,C0362,P029,2,2024-02-13,92.82,delivered
O00723,C0197,P033,2,2024-03-22,86.92,delivered
O00724,C0195,P003,2,2024-06-20,853.86,delivered
O00725,C0338,P010,1,2024-03-15,175.18,delivered
O00726,C0365,P004,1,2024-06-07,430.91,delivered
O00727,C0493,P029,1,2024-04-02,46.41,delivered
O00728,C0068,P013,1,2025-01-26,45.68,delivered
O00729,C0235,P032,3,2024-10-05,84.39,shipped
O00730,C0312,P032,1,2024-10-28,28.13,delivered
O00731,C0233,P027,1,2024-11-03,94.62,delivered
O00732,C0126,P036,1,2024-11-17,27.37,delivered
O00733,C0423,P014,1,2024-03-16,10.68,delivered
O00734,C0179,P003,1,2024-01-17,426.93,delivered
O00735,C0430,P039,1,2024-02-14,21.0,delivered
O00736,C0214,P012,1,2024-05-25,194.97,delivered
O00737,C0355,P039,2,2024-10-14,42.0,delivered
O00738,C0234,P038,1,2024-01-19,13.01,delivered
O00739,C0154,P021,1,2024-07-13,56.62,shipped
O00740,C0389,P028,3,2024-02-03,196.59,delivered
O00741,C0069,P008,2,2024-05-20,544.1,delivered
O00742,C0212,P034,1,2024-04-17,39.95,delivered
O00743,C0056,P037,2,2024-11-18,64.52,delivered
O00744,C0045,P031,2,2024-11-05,90.04,pending
O00745,C0362,P019,1,2025-03-10,37.06,delivered
O00746,C0270,P037,5,2024-06-30,161.3,pending
O00747,C0315,P037,1,2025-01-08,32.26,delivered
O00748,C0253,P012,3,2024-04-29,584.91,delivered
O00749,C0100,P001,1,2024-08-26,197.58,delivered
O00750,C0061,P014,2,2024-07-31,21.36,delivered
O00751,C0171,P023,2,2024-11-22,282.4,delivered
O00752,C0328,P013,2,2024-05-10,91.36,shipped
O00753,C0158,P020,1,2024-06-14,18.86,shipped
O00754,C0059,P022,1,2025-01-05,137.26,delivered
O00755,C0492,P002,3,2024-04-09,827.7,delivered
O00756,C0174,P031,4,2025-02-12,180.08,delivered
O00757,C0070,P031,1,2024-08-23,45.02,shipped
O00758,C0275,P022,1,2025-02-20,137.26,delivered
O00759,C0381,P004,3,2024-06-02,1292.73,delivered
O00760,C0348,P021,2,2024-01-10,113.24,delivered
O00761,C0351,P022,2,2025-02-11,274.52,delivered
O00762,C0497,P010,1,2024-01-16,175.18,delivered
O00763,C0193,P035,3,2024-10-19,103.2,delivered
O00764,C0096,P039,1,2025-02-04,21.0,shipped
O00765,C0362,P021,2,2024-05-19,113.24,delivered
O00766,C0255,P016,1,2025-02-28,10.06,pending
O00767,C0111,P034,1,2024-02-27,39.95,delivered
O00768,C0020,P013,4,2024-08-15,182.72,delivered
O00769,C0410,P031,4,2024-03-19,180.08,delivered
O00770,C0473,P031,2,2024-09-25,90.04,delivered
O00771,C0168,P010,2,2024-02-20,350.36,shipped
O00772,C0481,P034,2,2024-03-08,79.9,delivered
O00773,C0019,P030,1,2025-03-18,26.23,delivered
O00774,C0003,P020,4,2024-12-17,75.44,shipped
O00775,C0447,P006,1,2024-01-24,42.95,delivered
O00776,C0393,P020,1,2025-01-23,18.86,delivered
O00777,C0457,P014,1,2024-04-08,10.68,delivered
O00778,C0273,P021,2,2024-12-09,113.24,delivered
O00779,C0077,P011,1,2024-01-08,462.28,pending
O00780,C0287,P033,1,2024-10-04,43.46,delivered
O00781,C0164,P018,1,2024-12-26,38.55,shipped
O00782,C0294,P016,1,2024-06-08,10.06,delivered
O00783,C0174,P035,1,2024-03-07,34.4,delivered
O00784,C0463,P004,1,2024-01-28,430.91,delivered
O00785,C0201,P012,2,2024-10-30,389.94,delivered
O00786,C0354,P029,2,2024-06-08,92.82,delivered
O00787,C0102,P035,1,2025-01-21,34.4,shipped
O00788,C0291,P009,1,2025-02-14,132.79,pending
O00789,C0240,P007,1,2024-12-16,484.38,delivered
O00790,C0393,P030,1,2024-04-24,26.23,delivered
O00791,C0459,P017,4,2024-07-19,71.12,delivered
O00792,C0470,P022,2,2024-06-15,274.52,delivered
O00793,C0016,P005,1,2024-06-28,405.8,delivered
O00794,C0434,P011,1,2024-06-27,462.28,delivered
O00795,C0066,P033,1,2025-02-22,43.46,delivered
O00796,C0055,P021,2,2024-02-06,113.24,shipped
O00797,C0273,P030,1,2024-07-30,26.23,delivered
O00798,C0125,P036,1,2024-09-03,27.37,delivered
O00799,C0175,P014,3,2024-10-29,32.04,delivered
O00800,C0223,P037,2,2024-10-05,64.52,delivered
O00801,C0089,P005,2,2024-12-30,811.6,delivered
O00802,C0250,P008,2,2024-08-25,544.1,delivered
O00803,C0050,P029,1,2024-07-26,46.41,delivered
O00804,C0056,P039,2,2024-07-13,42.0,delivered
O00805,C0331,P004,1,2025-02-22,430.91,delivered
O00806,C0298,P001,2,2024-12-04,395.16,delivered
O00807,C0273,P019,1,2024-10-22,37.06,delivered
O00808,C0106,P021,1,2025-02-10,56.62,pending
O00809,C0156,P028,2,2024-06-25,131.06,cancelled
O00810,C0299,P001,2,2024-09-18,395.16,delivered
O00811,C0066,P019,1,2024-10-08,37.06,pending
O00812,C0001,P036,3,2024-07-02,82.11,delivered
O00813,C0145,P002,1,2024-12-25,275.9,delivered
O00814,C0321,P021,2,2024-07-26,113.24,delivered
O00815,C0280,P014,2,2024-08-31,21.36,delivered
O00816,C0285,P025,3,2024-07-03,449.82,shipped
O00817,C0079,P019,5,2024-12-09,185.3,delivered
O00818,C0006,P005,2,2024-03-14,811.6,delivered
O00819,C0250,P028,5,2024-03-10,327.65,delivered
O00820,C0329,P027,3,2025-02-07,283.86,delivered
O00821,C0477,P028,2,2024-08-20,131.06,delivered
O00822,C0283,P029,1,2024-04-25,46.41,delivered
O00823,C0310,P001,2,2025-03-09,395.16,delivered
O00824,C0365,P033,1,2024-10-06,43.46,delivered
O00825,C0018,P003,2,2024-12-26,853.86,delivered
O00826,C0298,P031,4,2024-02-10,180.08,delivered
O00827,C0375,P034,5,2025-01-19,199.75,shipped
O00828,C0239,P034,1,2024-11-08,39.95,delivered
O00829,C0242,P005,2,2024-10-03,811.6,shipped
O00830,C0160,P004,4,2024-09-30,1723.64,shipped
O00831,C0241,P030,1,2024-08-28,26.23,delivered
O00832,C0170,P027,1,2025-02-12,94.62,delivered
O00833,C0086,P003,2,2024-11-01,853.86,delivered
O00834,C0373,P037,1,2024-11-18,32.26,delivered
O00835,C0087,P037,1,2024-05-29,32.26,shipped
O00836,C0320,P002,1,2024-02-12,275.9,delivered
O00837,C0040,P018,1,2024-11-11,38.55,delivered
O00838,C0440,P017,1,2024-02-27,17.78,delivered
O00839,C0466,P038,2,2024-12-03,26.02,delivered
O00840,C0414,P012,1,2024-12-24,194.97,delivered
O00841,C0093,P034,3,2024-06-24,119.85,cancelled
O00842,C0496,P010,2,2025-02-24,350.36,delivered
O00843,C0254,P027,2,2024-05-01,189.24,delivered
O00844,C0372,P011,1,2025-01-10,462.28,shipped
O00845,C0028,P017,2,2024-02-29,35.56,delivered
O00846,C0238,P026,1,2024-08-31,138.02,delivered
O00847,C0386,P035,1,2024-12-15,34.4,delivered
O00848,C0243,P017,1,2025-03-21,17.78,delivered
O00849,C0148,P029,1,2024-06-10,46.41,pending
O00850,C0350,P003,1,2024-09-29,426.93,delivered
O00851,C0490,P028,2,2024-11-29,131.06,shipped
O00852,C0172,P018,1,2024-02-20,38.55,delivered
O00853,C0300,P026,1,2024-12-11,138.02,delivered
O00854,C0376,P038,2,2024-09-23,26.02,delivered
O00855,C0354,P012,1,2024-01-06,194.97,delivered
O00856,C0426,P005,1,2024-02-20,405.8,delivered
O00857,C0351,P029,1,2025-01-06,46.41,delivered
O00858,C0099,P003,1,2024-02-17,426.93,delivered
O00859,C0305,P014,4,2024-11-22,42.72,delivered
O00860,C0491,P008,1,2024-11-05,272.05,delivered
O00861,C0337,P037,3,2024-04-04,96.78,shipped
O00862,C0357,P012,1,2024-08-27,194.97,delivered
O00863,C0039,P030,4,2024-05-21,104.92,shipped
O00864,C0355,P021,1,2025-02-03,56.62,delivered
O00865,C0398,P004,1,2024-06-19,430.91,cancelled
O00866,C0133,P017,1,2024-02-05,17.78,delivered
O00867,C0476,P013,2,2024-04-01,91.36,delivered
O00868,C0056,P010,1,2024-08-08,175.18,delivered
O00869,C0330,P007,4,2025-01-01,1937.52,delivered
O00870,C0018,P005,1,2025-01-07,405.8,delivered
O00871,C0229,P002,3,2024-03-17,827.7,delivered
O00872,C0001,P003,2,2024-05-16,853.86,delivered
O00873,C0169,P026,2,2024-09-20,276.04,delivered
O00874,C0395,P032,1,2024-07-25,28.13,shipped
O00875,C0400,P005,1,2024-01-02,405.8,delivered
O00876,C0353,P031,1,2024-10-01,45.02,pending
O00877,C0184,P022,2,2024-07-24,274.52,delivered
O00878,C0491,P006,1,2025-03-12,42.95,pending
O00879,C0042,P030,2,2024-05-28,52.46,delivered
O00880,C0091,P036,1,2024-07-15,27.37,delivered
O00881,C0154,P025,3,2024-11-18,449.82,delivered
O00882,C0250,P006,3,2024-08-12,128.85,delivered
O00883,C0072,P003,1,2025-01-03,426.93,cancelled
O00884,C0123,P032,1,2025-02-09,28.13,delivered
O00885,C0158,P032,1,2025-03-03,28.13,shipped
O00886,C0495,P002,1,2024-01-29,275.9,delivered
O00887,C0370,P003,1,2024-04-18,426.93,shipped
O00888,C0342,P034,1,2024-12-13,39.95,shipped
O00889,C0275,P010,2,2024-04-29,350.36,pending
O00890,C0019,P010,1,2024-01-10,175.18,delivered
O00891,C0471,P003,1,2024-11-28,426.93,delivered
O00892,C0089,P004,4,2025-02-24,1723.64,shipped
O00893,C0234,P011,3,2024-02-02,1386.84,shipped
O00894,C0055,P008,1,2025-02-13,272.05,delivered
O00895,C0033,P013,1,2025-02-19,45.68,shipped
O00896,C0378,P026,1,2024-12-16,138.02,delivered
O00897,C0071,P021,3,2025-02-10,169.86,delivered
O00898,C0024,P038,1,2024-02-02,13.01,delivered
O00899,C0073,P027,1,2024-07-08,94.62,delivered
O00900,C0225,P016,4,2024-01-21,40.24,delivered
O00901,C0406,P025,2,2024-01-09,299.88,shipped
O00902,C0042,P001,1,2024-02-15,197.58,delivered
O00903,C0304,P019,1,2025-02-17,37.06,shipped
O00904,C0244,P009,1,2024-11-23,132.79,delivered
O00905,C0231,P027,1,2024-03-30,94.62,delivered
O00906,C0020,P039,1,2024-09-12,21.0,delivered
O00907,C0046,P020,1,2024-01-03,18.86,delivered
O00908,C0099,P008,5,2024-02-18,1360.25,delivered
O00909,C0442,P035,1,2024-08-25,34.4,shipped
O00910,C0338,P014,1,2024-04-09,10.68,delivered
O00911,C0077,P031,1,2024-03-22,45.02,delivered
O00912,C0023,P004,2,2024-05-25,861.82,delivered
O00913,C0129,P022,2,2025-01-23,274.52,delivered
O00914,C0054,P004,4,2024-03-31,1723.64,delivered
O00915,C0015,P032,1,2024-02-06,28.13,shipped
O00916,C0370,P029,2,2024-06-15,92.82,delivered
O00917,C0383,P021,1,2024-02-26,56.62,delivered
O00918,C0051,P016,2,2025-03-21,20.12,delivered
O00919,C0457,P015,1,2024-10-26,43.03,delivered
O00920,C0456,P028,1,2024-11-08,65.53,delivered
O00921,C0199,P024,1,2025-01-03,113.81,delivered
O00922,C0184,P018,1,2024-03-06,38.55,delivered
O00923,C0292,P004,1,2024-02-26,430.91,shipped
O00924,C0235,P027,1,2024-06-24,94.62,delivered
O00925,C0152,P039,1,2025-02-10,21.0,delivered
O00926,C0314,P011,2,2024-10-10,924.56,shipped
O00927,C0045,P027,3,2024-09-07,283.86,shipped
O00928,C0111,P038,1,2024-08-24,13.01,delivered
O00929,C0374,P028,2,2024-05-06,131.06,delivered
O00930,C0223,P038,1,2024-10-29,13.01,pending
O00931,C0468,P037,3,2024-08-01,96.78,cancelled
O00932,C0021,P031,2,2024-09-15,90.04,delivered
O00933,C0272,P026,1,2025-02-12,138.02,delivered
O00934,C0051,P029,1,2024-02-12,46.41,delivered
O00935,C0007,P027,4,2024-03-08,378.48,delivered
O00936,C0123,P006,1,2024-12-08,42.95,delivered
O00937,C0361,P030,3,2025-01-17,78.69,delivered
O00938,C0500,P030,1,2024-03-11,26.23,shipped
O00939,C0208,P012,2,2024-07-08,389.94,delivered
O00940,C0361,P001,3,2024-02-06,592.74,delivered
O00941,C0354,P022,1,2024-05-31,137.26,delivered
O00942,C0139,P035,2,2024-04-16,68.8,shipped
O00943,C0042,P022,2,2024-01-29,274.52,delivered
O00944,C0466,P024,3,2024-02-26,341.43,delivered
O00945,C0239,P003,1,2024-03-30,426.93,delivered
O00946,C0361,P005,2,2025-01-31,811.6,delivered
O00947,C0172,P016,1,2024-11-28,10.06,delivered
O00948,C0481,P038,3,2024-12-25,39.03,delivered
O00949,C0382,P015,1,2024-05-16,43.03,delivered
O00950,C0217,P018,1,2024-07-09,38.55,delivered
O00951,C0249,P033,1,2024-03-03,43.46,delivered
O00952,C0273,P035,3,2024-08-19,103.2,delivered
O00953,C0410,P005,1,2024-08-22,405.8,delivered
O00954,C0201,P012,1,2024-02-09,194.97,delivered
O00955,C0142,P008,2,2024-09-11,544.1,delivered
O00956,C0105,P034,4,2024-01-12,159.8,delivered
O00957,C0497,P035,4,2024-08-30,137.6,delivered
O00958,C0228,P002,1,2024-02-02,275.9,delivered
O00959,C0411,P015,3,2024-09-23,129.09,delivered
O00960,C0211,P038,1,2024-11-26,13.01,shipped
O00961,C0249,P038,2,2024-09-28,26.02,shipped
O00962,C0228,P030,1,2024-03-08,26.23,shipped
O00963,C0157,P011,2,2024-04-26,924.56,delivered
O00964,C0498,P019,2,2024-01-25,74.12,delivered
O00965,C0146,P030,4,2024-11-12,104.92,pending
O00966,C0365,P035,1,2024-03-30,34.4,shipped
O00967,C0355,P010,1,2024-02-29,175.18,delivered
O00968,C0163,P037,1,2024-05-13,32.26,delivered
O00969,C0106,P036,2,2024-12-06,54.74,delivered
O00970,C0177,P010,1,2024-10-03,175.18,cancelled
O00971,C0274,P020,1,2024-01-13,18.86,delivered
O00972,C0256,P010,4,2024-06-12,700.72,delivered
O00973,C0497,P035,5,2024-06-18,172.0,delivered
O00974,C0152,P031,3,2025-01-21,135.06,cancelled
O00975,C0294,P010,2,2025-01-08,350.36,pending
O00976,C0227,P022,2,2025-01-09,274.52,delivered
O00977,C0021,P009,2,2024-02-29,265.58,delivered
O00978,C0206,P015,1,2024-02-17,43.03,delivered
O00979,C0312,P013,2,2024-04-23,91.36,shipped
O00980,C0393,P018,1,2024-02-12,38.55,delivered
O00981,C0229,P006,5,2024-07-20,214.75,delivered
O00982,C0163,P039,2,2024-01-29,42.0,pending
O00983,C0185,P026,1,2025-03-13,138.02,delivered
O00984,C0198,P024,1,2024-06-25,113.81,delivered
O00985,C0229,P036,1,2025-01-07,27.37,shipped
O00986,C0380,P027,3,2024-05-27,283.86,delivered
O00987,C0373,P028,2,2024-07-31,131.06,delivered
O00988,C0301,P039,1,2024-04-16,21.0,delivered
O00989,C0445,P034,5,2024-02-03,199.75,pending
O00990,C0303,P025,1,2024-07-28,149.94,delivered
O00991,C0140,P027,1,2024-08-24,94.62,delivered
O00992,C0387,P009,1,2025-03-02,132.79,delivered
O00993,C0284,P032,1,2025-02-27,28.13,delivered
O00994,C0300,P020,1,2025-01-13,18.86,delivered
O00995,C0014,P001,1,2024-06-02,197.58,pending
O00996,C0428,P031,1,2024-12-06,45.02,shipped
