customer_id,gender,age,senior,tenure_months,monthly_charge,total_charge,num_support_calls,contract_type,payment_method,internet_service,churned
C0366,M,36,0,70,76.9,6118.2,0,monthly,credit_card,fiber,0
C0367,F,45,0,57,88.47,4984.87,0,two_year,electronic_check,dsl,0
C0368,M,42,0,12,51.98,743.3,6,monthly,electronic_check,fiber,1
C0369,F,43,0,39,79.23,3255.77,0,monthly,credit_card,fiber,0
C0370,F,31,0,37,39.66,1248.05,1,two_year,bank_transfer,fiber,0
C0371,M,42,0,7,72.22,541.17,0,two_year,electronic_check,dsl,0
C0372,M,48,0,35,52.4,1705.7,3,yearly,credit_card,no,0
C0373,F,62,0,1,56.61,60.83,2,yearly,mailed_check,fiber,0
C0374,F,55,0,18,105.9,1578.06,3,monthly,electronic_check,dsl,0
C0375,F,72,1,5,102.28,444.89,5,monthly,bank_transfer,no,0
C0376,F,31,0,2,90.23,206.14,5,monthly,credit_card,fiber,1
C0377,M,54,0,1,47.69,42.49,2,yearly,credit_card,dsl,1
C0378,M,44,0,23,67.09,1751.1,3,yearly,mailed_check,fiber,0
C0379,M,72,1,8,105.33,768.24,6,monthly,credit_card,no,0
C0380,F,30,0,25,78.54,2075.72,3,monthly,electronic_check,dsl,1
C0381,M,30,0,1,132.98,143.31,2,yearly,credit_card,no,0
C0382,F,33,0,7,84.83,596.82,3,monthly,credit_card,dsl,0
C0383,M,18,0,15,79.8,1103.78,1,yearly,credit_card,fiber,0
C0384,F,34,0,31,67.27,1845.67,1,yearly,bank_transfer,no,0
C0385,M,31,0,7,78.34,445.98,4,yearly,mailed_check,fiber,1
C0386,M,44,0,19,71.19,1246.54,0,yearly,credit_card,fiber,0
C0387,F,46,0,43,92.7,4230.31,6,two_year,credit_card,dsl,0
C0388,F,68,1,19,98.92,2208.99,2,monthly,credit_card,dsl,1
C0389,F,55,0,5,55.35,317.84,3,yearly,bank_transfer,no,0
C0390,F,33,0,1,41.72,46.16,2,yearly,bank_transfer,fiber,0
C0391,F,29,0,40,29.09,1297.85,0,monthly,electronic_check,dsl,0
C0392,M,48,0,1,87.7,93.49,1,monthly,bank_transfer,dsl,1
C0393,F,23,0,41,47.42,1757.8,4,monthly,bank_transfer,fiber,1
C0394,M,67,1,15,21.18,369.45,3,monthly,credit_card,fiber,0
C0395,M,58,0,55,84.71,4977.23,3,yearly,mailed_check,fiber,0
C0396,M,35,0,32,137.32,4500.48,5,yearly,credit_card,fiber,1
C0397,M,18,0,72,74.85,4550.62,1,monthly,credit_card,no,0
C0398,M,60,0,8,95.96,751.42,4,monthly,electronic_check,dsl,0
C0399,F,40,0,29,77.05,2199.02,1,two_year,bank_transfer,dsl,0
C0400,F,59,0,10,72.53,831.07,1,monthly,bank_transfer,no,1
C0401,M,19,0,13,97.98,1297.51,1,monthly,bank_transfer,fiber,0
C0402,M,33,0,19,67.74,1225.49,0,yearly,electronic_check,dsl,0
C0403,F,42,0,41,81.68,3987.58,1,monthly,credit_card,fiber,0
C0404,F,42,0,72,83.04,5047.9,4,monthly,electronic_check,no,0
C0405,M,35,0,29,58.3,1638.32,2,monthly,bank_transfer,fiber,0
C0406,F,50,0,10,99.8,815.18,1,monthly,bank_transfer,no,1
C0407,F,27,0,10,70.63,774.08,1,yearly,bank_transfer,fiber,0
C0408,F,40,0,26,56.11,1702.83,1,monthly,credit_card,fiber,0
C0409,M,43,0,5,88.41,403.16,2,monthly,electronic_check,dsl,0
C0410,F,49,0,2,52.54,120.14,2,yearly,bank_transfer,fiber,0
C0411,M,51,0,8,75.7,555.27,0,yearly,credit_card,dsl,0
C0412,M,26,0,6,74.77,522.33,2,monthly,bank_transfer,fiber,0
C0413,M,20,0,7,102.15,787.69,1,monthly,mailed_check,dsl,1
C0414,M,59,0,5,86.87,487.32,2,yearly,bank_transfer,fiber,0
C0415,M,46,0,1,74.37,60.03,2,monthly,mailed_check,fiber,0
C0416,F,31,0,1,95.44,113.11,0,monthly,credit_card,fiber,0
C0417,M,63,0,72,109.76,8619.25,2,yearly,credit_card,dsl,0
C0418,M,43,0,11,88.95,902.03,0,two_year,credit_card,fiber,0
C0419,M,58,0,9,75.26,766.58,3,yearly,bank_transfer,fiber,0
C0420,F,42,0,22,42.2,847.27,4,yearly,credit_card,fiber,0
C0421,F,70,1,4,48.37,222.33,4,yearly,credit_card,fiber,0
C0422,F,66,1,59,67.37,3358.86,3,monthly,mailed_check,dsl,1
C0423,F,38,0,30,59.76,1938.87,3,yearly,electronic_check,no,1
C0424,F,55,0,1,70.33,71.47,2,monthly,electronic_check,fiber,1
C0425,F,51,0,10,76.42,640.87,0,monthly,credit_card,dsl,0
C0426,F,61,0,42,88.24,3323.46,2,yearly,credit_card,dsl,0
C0427,M,28,0,57,73.24,3360.46,3,yearly,credit_card,fiber,1
C0428,M,51,0,12,87.16,1032.85,1,monthly,electronic_check,dsl,0
C0429,F,56,0,19,76.61,1339.88,2,two_year,mailed_check,fiber,1
C0430,M,18,0,3,25.61,79.85,1,monthly,bank_transfer,dsl,1
C0431,M,25,0,72,51.52,3408.59,1,monthly,credit_card,fiber,1
C0432,F,18,0,5,71.4,328.43,2,monthly,bank_transfer,dsl,1
C0433,M,38,0,57,44.76,2799.51,3,yearly,credit_card,dsl,0
C0434,M,52,0,20,90.0,1474.66,2,yearly,credit_card,fiber,0
C0435,F,63,0,18,113.27,2367.44,0,monthly,bank_transfer,fiber,0
C0436,M,43,0,14,105.47,1684.64,3,yearly,electronic_check,no,1
C0437,F,64,0,5,69.66,371.68,2,monthly,credit_card,fiber,1
C0438,F,22,0,3,112.27,349.37,2,yearly,credit_card,dsl,0
C0439,M,18,0,4,78.72,364.29,0,monthly,mailed_check,no,0
C0440,M,41,0,4,66.57,232.76,4,monthly,credit_card,dsl,1
C0441,M,47,0,30,59.66,1488.38,2,two_year,credit_card,dsl,0
C0442,F,41,0,8,67.44,483.3,2,monthly,credit_card,dsl,1
C0443,F,18,0,1,65.3,72.99,1,monthly,credit_card,no,0
C0444,F,40,0,69,79.26,4451.0,2,yearly,credit_card,dsl,0
C0445,M,23,0,43,79.01,3509.96,2,two_year,electronic_check,dsl,0
C0446,M,51,0,52,75.08,4677.87,2,monthly,credit_card,fiber,0
C0447,F,47,0,72,85.92,7066.41,4,monthly,bank_transfer,no,0
C0448,M,28,0,3,104.77,317.01,0,monthly,electronic_check,dsl,0
C0449,M,34,0,10,98.74,815.06,1,monthly,bank_transfer,fiber,0
C0450,F,27,0,28,37.88,1201.23,4,monthly,electronic_check,no,1
C0451,F,41,0,23,20.0,478.21,0,yearly,electronic_check,dsl,0
C0452,M,55,0,3,98.36,249.63,0,two_year,credit_card,fiber,0
C0453,F,28,0,33,40.83,1128.5,3,monthly,electronic_check,dsl,1
C0454,M,49,0,5,69.38,403.74,0,monthly,bank_transfer,fiber,0
C0455,F,34,0,5,45.75,244.23,1,monthly,mailed_check,no,1
C0456,F,30,0,15,29.95,508.42,0,monthly,bank_transfer,fiber,0
C0457,F,40,0,17,88.54,1733.35,1,two_year,mailed_check,dsl,0
C0458,M,27,0,17,93.98,1643.53,2,monthly,electronic_check,dsl,0
C0459,M,34,0,1,60.59,61.01,2,monthly,credit_card,fiber,1
C0460,F,25,0,41,20.0,797.18,1,yearly,bank_transfer,no,0
C0461,F,69,1,6,61.34,341.09,2,monthly,mailed_check,dsl,0
C0462,F,42,0,2,84.8,165.16,3,yearly,electronic_check,fiber,1
C0463,M,32,0,43,38.03,1814.44,0,monthly,credit_card,dsl,0
C0464,F,44,0,62,79.58,5135.11,3,yearly,electronic_check,no,0
C0465,F,40,0,39,74.62,3367.11,1,two_year,credit_card,fiber,0
C0466,F,38,0,33,89.48,2885.96,4,yearly,credit_card,fiber,0
C0467,F,50,0,21,77.99,1707.95,5,two_year,bank_transfer,fiber,0
C0468,M,52,0,16,50.67,853.3,1,monthly,credit_card,fiber,0
C0469,M,34,0,1,104.91,108.76,1,monthly,electronic_check,dsl,1
C0470,F,33,0,10,71.04,767.98,4,yearly,credit_card,dsl,1
C0471,M,38,0,9,74.32,598.63,1,yearly,electronic_check,fiber,1
C0472,M,18,0,6,51.67,311.55,1,monthly,credit_card,fiber,0
C0473,M,20,0,25,63.92,1345.02,3,monthly,credit_card,fiber,1
C0474,F,61,0,13,52.88,655.68,2,monthly,credit_card,no,0
C0475,M,65,0,1,70.68,70.33,0,monthly,credit_card,fiber,1
C0476,M,38,0,4,117.79,499.85,1,monthly,credit_card,no,0
C0477,M,50,0,22,40.7,1056.76,2,yearly,credit_card,dsl,0
C0478,F,46,0,1,34.66,36.06,1,monthly,bank_transfer,fiber,0
C0479,F,80,1,38,111.78,4661.52,4,monthly,credit_card,no,1
C0480,M,57,0,13,69.77,909.28,3,yearly,bank_transfer,dsl,0
C0481,M,40,0,13,58.27,798.14,0,yearly,credit_card,dsl,0
C0482,F,28,0,17,101.0,1422.32,2,two_year,electronic_check,no,0
C0483,F,19,0,34,59.86,1835.29,4,yearly,mailed_check,fiber,0
C0484,M,44,0,8,120.65,911.86,2,monthly,bank_transfer,fiber,1
C0485,M,31,0,22,91.95,2000.64,1,yearly,credit_card,dsl,0
C0486,F,22,0,16,62.8,822.19,2,monthly,credit_card,fiber,0
C0487,F,32,0,6,128.93,662.19,2,monthly,mailed_check,fiber,1
C0488,M,26,0,42,59.86,2289.67,2,yearly,credit_card,fiber,0
C0489,F,65,0,31,93.55,3447.04,1,two_year,credit_card,fiber,0
C0490,M,54,0,21,82.48,1615.23,0,monthly,credit_card,dsl,0
C0491,M,41,0,38,107.54,4057.16,3,monthly,credit_card,fiber,0
C0492,M,62,0,40,114.04,4007.09,6,monthly,credit_card,dsl,1
C0493,F,43,0,24,75.8,1899.81,1,monthly,electronic_check,dsl,0
C0494,M,29,0,36,56.16,1844.4,2,monthly,credit_card,fiber,0
C0495,M,63,0,23,86.5,1756.32,2,yearly,bank_transfer,fiber,0
C0496,F,49,0,22,58.06,1285.79,2,monthly,credit_card,dsl,0
C0497,F,27,0,19,125.33,1910.26,2,two_year,credit_card,fiber,0
C0498,M,39,0,27,78.41,1700.15,2,yearly,mailed_check,dsl,0
C0499,M,29,0,3,65.87,175.4,1,yearly,credit_card,no,0
C0500,F,22,0,42,79.62,2724.35,4,yearly,electronic_check,fiber,0
